Name,Graves Disease,Head Injury,Lymphocyte Counts,Eosinophil Counts,MedicationUseThyroidPreparation,Hypothyroidism,HashimotoThyroiditis,PediatricAsthma,MedicationUseGlucocorticoids,MedicationUseAdrenergicsInhalants,AtopicDermatitis,BasophilCount,MonocyteCount,AspartateAminotransferaseLevels,AcuteGlomeruloNephritis,CerebralAneurysm,SystolicBloodPressure,MeanArterialPressure,PulmonaryFibrosis,Pleurisy,ChronicHepatitisCInfection,MeanCorpuscularHemoglobin,MeanCorpuscularHemoglobinConcentration,MeanCorpuscularVolume,RedBloodCellCount,Hemoglobin,HemoglobinA1cLevels,PlateletCount,ChronicHeartFailure,MedicationUseAgentsActingOnTheReninAngiotensinSystem,UnstableAnginaPectoris,StableAnginaPectoris,MyocardialInfarction,DiastolicBloodPressure,Height,CompressionFracture,StevensJohnsonSyndrome,CesarianSection,GastricCancer,BreastCancer,BloodUreaNitrogenLevels,SerumCreatinineLevels,ProstateCancer,GammaGlutamylTranspeptidase,CalciumLevels,SerumUricAcidLevels,Type1Diabetes,Type2Diabetes,GlucoseLevels,MedicationUseDrugsUsedInDiabetes,ChronicPancreatitis,PolycysticKidneyDisease,BodyMassIndex,BackPain,MedicationUseAntiInflammatoryAndAntiRheumaticProductsNonSteroids,PulsePressure,MedicationUseCalciumChannelBlockers,AlanineAminotransferaseLevels,TotalCholestrolLevels
(Adult) Paneth,0.609876629,0.245896368,0.999999017,1,0.999990527,0.999771181,0.999904719,0.999884532,0.999999443,0.999117682,0.997181788,0.998669273,0.999957643,0.932740217,0.811749146,0.68010458,0.999879137,0.999309934,0.383912357,0.877485625,0.9491926,0.999939253,0.985071189,0.999892384,0.999993749,0.777241407,0.287264437,0.99999998,0.329491106,0.429946508,0.819135113,0.999957488,0.556190941,0.935261653,0.999993261,0.548120903,0.590654785,0.325927351,0.29439635,0.523282871,0.296084757,0.955407014,0.016208974,0.990241174,0.999917836,0.999987328,0.998983359,0.03135991,0.194338456,0.249072591,0.296454877,0.601805232,0.965863965,0.784973757,0.869475448,0.76647759,0.999956195,0.999510522,0.999945874
(Adult) Colon Epithelial 1,0.516716052,0.24346291,0.999999017,1,0.999990527,0.999771181,0.999904719,0.999884532,0.999999443,0.999117682,0.997181788,0.998669273,0.999957643,0.54763977,0.811749146,0.760784599,0.999879137,0.999309934,0.383912357,0.889395581,0.9491926,0.999939253,0.985071189,0.999892384,0.999993749,0.360926746,0.324222313,0.99999998,0.282159509,0.807206408,0.998668908,0.999957488,0.760095259,0.562380813,0.999993261,0.390994497,0.407354212,0.325927351,0.04052917,0.437094873,0.027775127,0.165902582,0.003780039,0.046353906,0.521816269,0.00402854,0.998983359,0.021964722,0.805652307,0.25875343,0.203080131,0.600609125,0.965863965,0.672911297,0.981933829,0.774566858,0.999956195,0.999510522,0.999945874
(Adult) Colon Epithelial 2,0.444037045,0.526516889,0.999999017,1,0.999990527,0.999771181,0.999904719,0.999884532,0.999999443,0.999117682,0.997181788,0.998669273,0.999957643,0.561961712,0.811749146,0.797393617,0.999879137,0.999309934,0.369717876,0.757858446,0.9491926,0.999939253,0.985071189,0.999892384,0.999993749,0.318051139,0.363559228,0.99999998,0.560702999,0.775368754,0.998668908,0.999957488,0.566909928,0.643214436,0.999993261,0.181308468,0.365623918,0.450239018,0.169223939,0.380406385,0.266906271,0.200234331,0.126458115,0.140536723,0.318938955,0.001816669,0.998983359,0.215844807,0.938583803,0.771612172,0.275966163,0.676004195,0.965863965,0.513538002,0.988755562,0.822211955,0.999956195,0.999510522,0.999945874
(Adult) Colon Epithelial 3,0.405357081,0.651226487,0.999999017,1,0.999990527,0.999771181,0.999904719,0.999884532,0.999999443,0.999117682,0.997181788,0.998669273,0.999957643,0.745046091,0.811749146,0.767413969,0.999879137,0.999309934,0.557789715,0.934666025,0.879725686,0.999939253,0.985071189,0.999892384,0.999993749,0.768325017,0.606769785,0.99999998,0.475366279,0.817231736,0.998668908,0.999957488,0.99974979,0.908851042,0.999993261,0.632620054,0.420449538,0.325927351,0.314057749,0.458336038,0.727028161,0.496185437,0.003780039,0.202189753,0.693785793,0.690795703,0.998983359,0.360549167,0.805652307,0.975886533,0.227287036,0.799420217,0.965863965,0.756497849,0.955113,0.701605202,0.999956195,0.999510522,0.999945874
(Adult) Colon Goblet,0.535074696,0.373076527,0.999999017,1,0.999990527,0.999771181,0.999904719,0.999884532,0.999999443,0.999117682,0.997181788,0.998669273,0.999957643,0.932740217,0.811749146,0.839249664,0.999879137,0.999309934,0.550547628,0.889395581,0.9491926,0.999939253,0.985071189,0.999892384,0.999993749,0.777241407,0.345006777,0.99999998,0.198116425,0.937142063,0.998668908,0.999957488,0.504838898,0.811831195,0.999993261,0.440975051,0.510193711,0.349039091,0.04052917,0.754613562,0.258928238,0.855859003,0.00083197,0.135121822,0.762889368,0.301826422,0.998983359,0.105230546,0.763106916,0.518296699,0.2007595,0.709350505,0.965863965,0.832153316,0.989229497,0.713856905,0.999956195,0.999510522,0.999945874
(Adult) Small Intestinal Goblet,0.609876629,0.532080461,0.999999017,1,0.999990527,0.999771181,0.999904719,0.999884532,0.999999443,0.999117682,0.997181788,0.998669273,0.999957643,0.932740217,0.811749146,0.736197398,0.999879137,0.999309934,0.361691797,0.889395581,0.9491926,0.999939253,0.985071189,0.999892384,0.999993749,0.674134341,0.376664663,0.99999998,0.347342887,0.807206408,0.949209713,0.999957488,0.812541395,0.621475841,0.999993261,0.373801616,0.370122935,0.357889539,0.119986806,0.377168836,0.761537193,0.999990423,0.008221161,0.074334071,0.555961466,0.999987328,0.998983359,0.116415668,0.999503019,0.442197801,0.374444012,0.645671067,0.965863965,0.756497849,0.955113,0.678859058,0.999956195,0.999510522,0.999945874
(Adult) Foveolar,0.535074696,0.128214007,0.999999017,1,0.999990527,0.999771181,0.999904719,0.999884532,0.999999443,0.999117682,0.997181788,0.998669273,0.999957643,0.932740217,0.811749146,0.778655663,0.999879137,0.999309934,0.033268478,0.922498134,0.786392103,0.999939253,0.985071189,0.999892384,0.999993749,0.777241407,0.451062896,0.99999998,0.560702999,0.937142063,0.998668908,0.999957488,0.99974979,0.935261653,0.999993261,0.37057405,0.418400254,0.499071726,0.108646203,0.166353659,0.212744645,0.830024291,0.033493187,0.074334071,0.127999374,0.690795703,0.998983359,0.037079588,0.999503019,0.413755845,0.203080131,0.430741413,0.965863965,0.984072508,0.989229497,0.109655456,0.999956195,0.999510522,0.999945874
(Adult) Chief,0.843770524,0.107885506,0.999999017,1,0.999990527,0.999771181,0.999904719,0.999884532,0.999999443,0.999117682,0.997181788,0.998669273,0.999957643,0.932740217,0.850552848,0.481256396,0.999879137,0.999309934,0.031219903,0.889395581,0.844678597,0.999939253,0.985071189,0.999892384,0.999993749,0.768325017,0.120721718,0.99999998,0.295849282,0.937142063,0.998668908,0.999957488,0.99974979,0.935261653,0.999993261,0.522116915,0.39080212,0.499071726,0.04052917,0.060248186,0.00417063,0.233279238,0.000477155,0.135121822,0.318938955,0.60906172,0.998983359,0.000124298,0.045128728,0.040528312,0.203524721,0.524483909,0.965863965,0.582023365,0.981933829,0.687448567,0.999956195,0.999510522,0.999945874
(Adult) Parietal,0.958286783,0.156487147,0.999999017,1,0.999990527,0.999771181,0.999904719,0.999884532,0.999999443,0.999117682,0.997181788,0.998669273,0.999957643,0.932740217,0.811749146,0.760784599,0.999879137,0.999309934,0.110255195,0.872287475,0.786392103,0.999939253,0.985071189,0.999892384,0.999993749,0.318051139,0.120721718,0.99999998,0.645996434,0.937142063,0.998668908,0.999957488,0.99974979,0.961886154,0.999993261,0.535534415,0.435296179,0.602064547,0.03100173,0.243185505,9.07E-05,0.012344263,0.001484869,0.074334071,0.023906005,0.022083999,0.998983359,0.072556515,0.61956816,0.413755845,0.325093037,0.676004195,0.965863965,0.561864395,0.946949565,0.774566858,0.999956195,0.999510522,0.999945874
(Fetal) Parietal + Chief,0.571487607,0.131113955,0.999999997,1,0.999982748,0.999979046,0.998319619,0.9995035,0.998851383,0.999848046,0.999976327,0.952624935,0.999999999,0.999912891,0.770086085,0.772857245,0.999992392,0.999997634,0.248017729,0.551815654,0.361732723,0.999860706,0.993901507,0.999996815,0.999999994,1,0.999945997,0.999999751,0.935799186,0.937336346,0.999942835,0.999915887,0.999999952,0.999996359,0.999994772,0.964682243,0.413432516,0.518294865,0.840390355,0.65376336,0.999977492,1,0.998197384,0.999967953,0.999999802,0.999992186,0.996111174,0.593454124,0.999997984,0.971981326,0.095525601,0.261165882,0.70851998,0.430905773,0.527432722,0.675433696,0.999999649,0.999998434,0.999920349
(Fetal) Enterocyte 1,0.992712383,0.13275255,0.999999997,1,0.999982748,0.999979046,0.998319619,0.9995035,0.998851383,0.999848046,0.999976327,0.947617722,0.999999999,0.999912891,0.794742659,0.909273722,0.999992392,0.999997634,0.379110923,0.811340405,0.681136974,0.632157945,0.993901507,0.76633432,0.999999994,0.754449664,0.999945997,0.999999751,0.935799186,0.999993755,0.999942835,0.999915887,0.999999952,0.999996359,0.999994772,0.964682243,0.413432516,0.506660599,0.849147038,0.532493006,0.574907006,0.088404483,0.573510138,0.287594271,0.999999802,0.016358909,0.996111174,0.249852418,0.501870549,0.783374819,0.491503704,0.631732156,0.960755267,0.826300511,0.996579345,0.675433696,0.999999649,0.999998434,0.999920349
(Fetal) Enterocyte 2,0.974077899,0.158483389,0.999999997,1,0.999982748,0.999979046,0.998319619,0.9995035,0.998851383,0.999848046,0.999976327,0.898346395,0.999999999,0.999912891,0.840371127,0.497133783,0.999992392,0.999997634,0.393116162,0.704533261,0.464707913,0.999860706,0.993901507,0.999996815,0.999999994,1,0.999945997,0.999999751,0.87723146,0.999993755,0.999942835,0.999915887,0.999999952,0.999996359,0.999994772,0.961824777,0.413432516,0.569788881,0.849147038,0.65376336,0.999977492,1,0.820315251,0.999967953,0.999999802,0.755530356,0.996111174,0.137750279,0.999997984,0.545889356,0.384814207,0.432638602,0.877737861,0.686823829,0.996579345,0.354642961,0.999999649,0.999998434,0.999920349
(Fetal) Enterocyte 3,0.913975098,0.128906666,0.999999997,1,0.999982748,0.999979046,0.998319619,0.9995035,0.998851383,0.999848046,0.999976327,0.947489156,0.999999999,0.999912891,0.757145306,0.631375988,0.999992392,0.999997634,0.393116162,0.677290771,0.361732723,0.447167791,0.993901507,0.543213188,0.774597735,0.562352953,0.718564712,0.999999751,0.639464899,0.999993755,0.999942835,0.999915887,0.999999952,0.999996359,0.999994772,0.964682243,0.413432516,0.25448557,0.692658136,0.532493006,0.062991934,0.291737952,0.071628403,0.662306265,0.999999802,0.016358909,0.996111174,0.030423601,0.481359702,0.174705357,0.536972873,0.66751093,0.859103879,0.819642121,0.996579345,0.675433696,0.999999649,0.999998434,0.999920349
(Fetal) Enteroendocrine,0.912148612,0.158483389,0.999999997,1,0.999982748,0.999979046,0.998319619,0.9995035,0.998851383,0.999848046,0.999976327,0.94666495,0.999999999,0.999912891,0.723356273,0.987743386,0.999992392,0.999997634,0.393116162,0.704533261,0.702609017,0.999860706,0.993901507,0.999996815,0.999999994,1,0.999945997,0.999999751,0.947634775,0.999993755,0.999942835,0.999915887,0.999999952,0.999996359,0.999994772,0.683753621,0.413432516,0.538401647,0.849147038,0.999524326,0.999977492,1,0.19005117,0.999967953,0.999999802,0.999992186,0.996111174,0.28465774,0.999997984,0.783374819,0.230786746,0.538060978,0.58267349,0.634706272,0.527432722,0.778103761,0.999999649,0.999998434,0.999920349
(Fetal) Gastric Goblet,0.974077899,0.160921479,0.999999997,1,0.999982748,0.999979046,0.998319619,0.9995035,0.998851383,0.999848046,0.999976327,0.753656025,0.999999999,0.999912891,0.790616779,0.772857245,0.999992392,0.999997634,0.393116162,0.728043363,0.230826332,0.999860706,0.993901507,0.999996815,0.999999994,1,0.999945997,0.999999751,0.639464899,0.999993755,0.999942835,0.999915887,0.999999952,0.999996359,0.999994772,0.767316458,0.413432516,0.569788881,0.692658136,0.424895602,0.392971236,1,0.060024211,0.999967953,0.999999802,0.999992186,0.996111174,0.012897894,0.999997984,0.050885762,0.197329545,0.214497728,0.786729182,0.819642121,0.834935272,0.675433696,0.999999649,0.999998434,0.999920349
(Fetal) Goblet,0.913975098,0.200102587,0.999999997,1,0.999982748,0.999979046,0.998319619,0.9995035,0.998851383,0.999848046,0.999976327,0.947617722,0.999999999,0.999912891,0.723356273,0.570522961,0.999992392,0.999997634,0.393116162,0.531931045,0.361732723,0.999860706,0.993901507,0.999996815,0.999999994,1,0.785721629,0.999999751,0.935799186,0.999993755,0.999942835,0.999915887,0.999999952,0.999996359,0.999994772,0.979431874,0.413432516,0.506660599,0.840390355,0.854767479,0.999977492,1,0.19005117,0.999967953,0.999999802,0.999992186,0.996111174,0.070894943,0.999997984,0.152958867,0.194605242,0.45649489,0.513929284,0.774152898,0.810027241,0.883567937,0.999999649,0.999998434,0.999920349
(Adult) Alpha 1,0.958286783,0.24346291,0.999999017,1,0.999990527,0.999771181,0.999904719,0.999884532,0.999999443,0.999117682,0.997181788,0.998669273,0.999957643,0.999507372,0.811749146,0.812985856,0.999879137,0.999309934,0.304002257,0.865538419,0.844678597,0.999939253,0.985071189,0.999892384,0.999993749,0.999999976,0.372539473,0.99999998,0.855580248,0.982468824,0.998668908,0.999957488,0.99974979,0.935261653,0.999993261,0.271654026,0.526804567,0.60530909,0.298708059,0.927011831,0.50653431,0.999990423,0.221970246,0.999015744,0.999917836,0.999987328,0.998983359,2.09E-05,0.000583962,0.006327218,0.8427967,0.430741413,0.050847545,0.537347005,0.768037188,0.712550999,0.999956195,0.999510522,0.999945874
(Adult) Alpha 2,0.896932189,0.106438841,0.999999017,1,0.999990527,0.999771181,0.999904719,0.999884532,0.999999443,0.999117682,0.997181788,0.998669273,0.999957643,0.999507372,0.811749146,0.846110597,0.999879137,0.999309934,0.184375053,0.889395581,0.786392103,0.999939253,0.985071189,0.999892384,0.999993749,0.999999976,0.418201942,0.99999998,0.823241894,0.937142063,0.998668908,0.999957488,0.99974979,0.984992901,0.999993261,0.181308468,0.56576506,0.368870058,0.314057749,0.775281403,0.999989169,0.999990423,0.126458115,0.999015744,0.999917836,0.999987328,0.998983359,2.81E-05,0.001698408,0.00098631,0.394953454,0.382732801,0.057288933,0.49843347,0.768037188,0.712550999,0.999956195,0.999510522,0.999945874
(Adult) Beta 1,0.88746093,0.514810247,0.999999017,1,0.999990527,0.999771181,0.999904719,0.999884532,0.999999443,0.999117682,0.997181788,0.998669273,0.999957643,0.999507372,0.811749146,0.767413969,0.999879137,0.999309934,0.400629042,0.889395581,0.786392103,0.999939253,0.985071189,0.999892384,0.999993749,0.999999976,0.120721718,0.99999998,0.794462454,0.937142063,0.998668908,0.999957488,0.99974979,0.998718404,0.999993261,0.409078862,0.501097828,0.503322187,0.246744433,0.995288859,0.924449697,0.999990423,0.39626711,0.999015744,0.999917836,0.999987328,0.998983359,1.28E-06,1.05E-06,8.47E-06,0.349064578,0.566908844,0.007375951,0.49843347,0.321966925,0.774566858,0.999956195,0.999510522,0.999945874
(Adult) Beta 2,0.843770524,0.651226487,0.999999017,1,0.999990527,0.999771181,0.999904719,0.999884532,0.999999443,0.999117682,0.997181788,0.998669273,0.999957643,0.999507372,0.811749146,0.68010458,0.999879137,0.999309934,0.084740796,0.889395581,0.844678597,0.999939253,0.985071189,0.999892384,0.999993749,0.999999976,0.120721718,0.99999998,0.794462454,0.937142063,0.998668908,0.999957488,0.99974979,0.935261653,0.999993261,0.284836599,0.485545761,0.325927351,0.314057749,0.995288859,0.836385372,0.999990423,0.341930573,0.999015744,0.999917836,0.999987328,0.998983359,5.36E-06,1.34E-05,8.47E-06,0.282933031,0.430741413,0.007375951,0.49843347,0.768037188,0.712550999,0.999956195,0.999510522,0.999945874
(Adult) Delta + Gamma,0.851051496,0.291730556,0.999999017,1,0.999990527,0.999771181,0.999904719,0.999884532,0.999999443,0.999117682,0.997181788,0.998669273,0.999957643,0.999507372,0.811749146,0.93455118,0.999879137,0.999309934,0.383912357,0.934666025,0.818277539,0.999939253,0.985071189,0.999892384,0.999993749,0.999999976,0.120721718,0.99999998,0.807650721,0.982468824,0.998668908,0.999957488,0.99974979,0.998718404,0.999993261,0.221497842,0.30696078,0.598254556,0.38715198,0.995288859,0.999989169,0.999990423,0.361344354,0.999015744,0.999917836,0.999987328,0.998983359,9.58E-06,1.47E-05,0.000246584,0.542562283,0.464523967,0.014712737,0.49843347,0.869475448,0.712550999,0.999956195,0.999510522,0.999945874
(Adult) Pulmonary Neuroendocrine,0.974077899,0.108808392,0.999999997,1,0.999982748,0.999979046,0.998319619,0.9995035,0.998851383,0.999848046,0.999976327,0.898346395,0.999999999,0.999912891,0.805654695,0.857397846,0.999992392,0.999997634,0.698404744,0.704533261,0.032129406,0.999860706,0.993901507,0.999996815,0.999999994,1,0.999945997,0.999999751,0.935799186,0.999993755,0.999942835,0.999915887,0.999999952,0.999996359,0.999994772,0.767316458,0.413432516,0.603659438,0.942119179,0.999524326,0.999977492,1,0.871264632,0.999967953,0.999999802,0.999992186,0.996111174,0.593454124,0.895145367,0.971981326,0.235037713,0.137911567,0.579702458,0.599035523,0.806324822,0.675433696,0.999999649,0.999998434,0.999920349
(Fetal) Islet,0.816064255,0.147628954,0.999999997,1,0.999982748,0.999979046,0.998319619,0.9995035,0.998851383,0.999848046,0.999976327,0.947617722,0.999999999,0.999912891,0.468292042,0.987743386,0.999992392,0.999997634,0.393116162,0.579851931,0.240091698,0.999860706,0.993901507,0.999996815,0.999999994,1,0.250205582,0.999999751,0.962787234,0.999993755,0.999942835,0.999915887,0.999999952,0.999996359,0.999994772,0.662826853,0.413432516,0.795099954,0.849147038,0.999524326,0.999977492,1,0.573510138,0.999967953,0.999999802,0.999992186,0.996111174,8.74E-06,0.012172863,2.66E-05,0.155518616,0.261165882,0.066468796,0.685866903,0.427426376,0.778103761,0.999999649,0.999998434,0.999920349
(Fetal) Gastric Neuroendocrine,0.734925603,0.420602731,0.999999017,1,0.999990527,0.999771181,0.999904719,0.999884532,0.999999443,0.999117682,0.997181788,0.998669273,0.999957643,0.964388189,0.811749146,0.795783888,0.999879137,0.999309934,0.319697948,0.958439603,0.844678597,0.999939253,0.985071189,0.999892384,0.999993749,0.999999976,0.120721718,0.99999998,0.823241894,0.817231736,0.998668908,0.999957488,0.99974979,0.78220655,0.999993261,0.409078862,0.273834367,0.325927351,0.279689126,0.523282871,0.50653431,0.999990423,0.003780039,0.999015744,0.999917836,0.999987328,0.998983359,1.37E-06,0.001698408,2.76E-05,0.275966163,0.587420021,0.027713707,0.537347005,0.768037188,0.678859058,0.999956195,0.999510522,0.999945874
(Fetal) Excitatory Neuron 1,0.974077899,0.114848505,0.999999997,1,0.999982748,0.999979046,0.998319619,0.9995035,0.998851383,0.999848046,0.999976327,0.947617722,0.999999999,0.999912891,0.920298318,0.994228618,0.999992392,0.999997634,0.393116162,0.579851931,0.05237081,0.999860706,0.993901507,0.999996815,0.999999994,1,0.999945997,0.999999751,0.935799186,0.999993755,0.999942835,0.999915887,0.999999952,0.999996359,0.999994772,0.774820433,0.413432516,0.831858723,0.849147038,0.999524326,0.999977492,1,0.998197384,0.999967953,0.999999802,0.999992186,0.996111174,0.980602261,0.999997984,0.971981326,0.142847059,0.137911567,0.009389988,0.291732335,0.405665209,0.832472065,0.999999649,0.999998434,0.999920349
(Fetal) Excitatory Neuron 10,0.581347731,0.085150791,0.999999997,1,0.999982748,0.999979046,0.998319619,0.9995035,0.998851383,0.999848046,0.999976327,0.898346395,0.999999999,0.999912891,0.889243108,0.994228618,0.999992392,0.999997634,0.393116162,0.704533261,0.032129406,0.999860706,0.993901507,0.999996815,0.999999994,1,0.999945997,0.999999751,0.935799186,0.999993755,0.999942835,0.999915887,0.999999952,0.999996359,0.999994772,0.94532641,0.413432516,0.506660599,0.849147038,0.999524326,0.999977492,1,0.998197384,0.999967953,0.999999802,0.999992186,0.996111174,0.956635067,0.999997984,0.971981326,0.039491156,0.261165882,0.440219645,0.430905773,0.427426376,0.675433696,0.999999649,0.999998434,0.999920349
(Fetal) Excitatory Neuron 11,0.581347731,0.215321135,0.999999997,1,0.999982748,0.999979046,0.998319619,0.9995035,0.998851383,0.999848046,0.999976327,0.707845082,0.999999999,0.999912891,0.776273549,0.987743386,0.999992392,0.999997634,0.379110923,0.539622554,0.114700573,0.999860706,0.993901507,0.999996815,0.999999994,1,0.999945997,0.999999751,0.935799186,0.999993755,0.999942835,0.999915887,0.999999952,0.999996359,0.999994772,0.988197347,0.417826668,0.646403905,0.934611451,0.999524326,0.999977492,1,0.998197384,0.999967953,0.999999802,0.999992186,0.996111174,0.956635067,0.999997984,0.971981326,0.184245575,0.443939067,0.76030335,0.34132667,0.405665209,0.929154628,0.999999649,0.999998434,0.999920349
(Fetal) Excitatory Neuron 12,0.581347731,0.088217016,0.999999997,1,0.999982748,0.999979046,0.998319619,0.9995035,0.998851383,0.999848046,0.999976327,0.947617722,0.999999999,0.999912891,0.770086085,0.987743386,0.999992392,0.999997634,0.417058084,0.54140564,0.620068499,0.999860706,0.993901507,0.999996815,0.999999994,1,0.999945997,0.999999751,0.993074116,0.999993755,0.999942835,0.999915887,0.999999952,0.999996359,0.999994772,0.662826853,0.642952263,0.656309575,0.849147038,0.999524326,0.999977492,1,0.998197384,0.999967953,0.999999802,0.999992186,0.996111174,0.980602261,0.999997984,0.971981326,0.157937679,0.443939067,0.880558836,0.383381028,0.405665209,0.675433696,0.999999649,0.999998434,0.999920349
(Fetal) Excitatory Neuron 2,0.971659314,0.304956789,0.999999997,1,0.999982748,0.999979046,0.998319619,0.9995035,0.998851383,0.999848046,0.999976327,0.947617722,0.999999999,0.999912891,0.898457121,0.987743386,0.999992392,0.999997634,0.443291246,0.579851931,0.087452475,0.999860706,0.993901507,0.999996815,0.999999994,1,0.999945997,0.999999751,0.965786092,0.999993755,0.999942835,0.999915887,0.999999952,0.999996359,0.999994772,0.859401919,0.413432516,0.506660599,0.958249916,0.999524326,0.999977492,1,0.998197384,0.999967953,0.999999802,0.999992186,0.996111174,0.980602261,0.999997984,0.971981326,0.095525601,0.283403175,0.459608763,0.430905773,0.427426376,0.831703373,0.999999649,0.999998434,0.999920349
(Fetal) Excitatory Neuron 3,0.68565738,0.088217016,0.999999997,1,0.999982748,0.999979046,0.998319619,0.9995035,0.998851383,0.999848046,0.999976327,0.947617722,0.999999999,0.999912891,0.757145306,0.987743386,0.999992392,0.999997634,0.515554848,0.508078187,0.0842302,0.999860706,0.993901507,0.999996815,0.999999994,1,0.999945997,0.999999751,0.924105904,0.999993755,0.999942835,0.999915887,0.999999952,0.999996359,0.999994772,0.964682243,0.744384305,0.685611945,0.849147038,0.999524326,0.999977492,1,0.998197384,0.999967953,0.999999802,0.999992186,0.996111174,0.980602261,0.999997984,0.971981326,0.335298432,0.026336298,0.02107773,0.430905773,0.230854583,0.778103761,0.999999649,0.999998434,0.999920349
(Fetal) Excitatory Neuron 4,0.870600936,0.158483389,0.999999997,1,0.999982748,0.999979046,0.998319619,0.9995035,0.998851383,0.999848046,0.999976327,0.947617722,0.999999999,0.999912891,0.790616779,0.987743386,0.999992392,0.999997634,0.395035968,0.704533261,0.240091698,0.999860706,0.993901507,0.999996815,0.999999994,1,0.999945997,0.999999751,0.935799186,0.999993755,0.999942835,0.999915887,0.999999952,0.999996359,0.999994772,0.933493173,0.572865283,0.643119281,0.849147038,0.999524326,0.999977492,1,0.998197384,0.999967953,0.999999802,0.999992186,0.996111174,0.980602261,0.999997984,0.971981326,0.263593168,0.089456664,0.067170141,0.383381028,0.427426376,0.883567937,0.999999649,0.999998434,0.999920349
(Fetal) Excitatory Neuron 5,0.442409611,0.112130374,0.999999997,1,0.999982748,0.999979046,0.998319619,0.9995035,0.998851383,0.999848046,0.999976327,0.947617722,0.999999999,0.999912891,0.723356273,0.987743386,0.999992392,0.999997634,0.417058084,0.585074774,0.11254906,0.999860706,0.993901507,0.999996815,0.999999994,1,0.999945997,0.999999751,0.924105904,0.999993755,0.999942835,0.999915887,0.999999952,0.999996359,0.999994772,0.964682243,0.572865283,0.646403905,0.849147038,0.999524326,0.999977492,1,0.998197384,0.999967953,0.999999802,0.999992186,0.996111174,0.980602261,0.999997984,0.971981326,0.400377468,0.089456664,0.066468796,0.427546565,0.405665209,0.679104647,0.999999649,0.999998434,0.999920349
(Fetal) Excitatory Neuron 6,0.571487607,0.131113955,0.999999997,1,0.999982748,0.999979046,0.998319619,0.9995035,0.998851383,0.999848046,0.999976327,0.947617722,0.999999999,0.999912891,0.723356273,0.987743386,0.999992392,0.999997634,0.572504808,0.507016722,0.113487315,0.999860706,0.993901507,0.999996815,0.999999994,1,0.999945997,0.999999751,0.816454062,0.999993755,0.999942835,0.999915887,0.999999952,0.999996359,0.999994772,0.949799216,0.413432516,0.643119281,0.840390355,0.999524326,0.999977492,1,0.998197384,0.999967953,0.999999802,0.999992186,0.996111174,0.980602261,0.999997984,0.971981326,0.335298432,0.098066257,0.066468796,0.443760626,0.405665209,0.729036946,0.999999649,0.999998434,0.999920349
(Fetal) Excitatory Neuron 7,0.581347731,0.088217016,0.999999997,1,0.999982748,0.999979046,0.998319619,0.9995035,0.998851383,0.999848046,0.999976327,0.956630729,0.999999999,0.999912891,0.757145306,0.987743386,0.999992392,0.999997634,0.395517686,0.67148772,0.314751928,0.999860706,0.993901507,0.999996815,0.999999994,1,0.999945997,0.999999751,0.935799186,0.999993755,0.999942835,0.999915887,0.999999952,0.999996359,0.999994772,0.988197347,0.413432516,0.603659438,0.849147038,0.999524326,0.999977492,1,0.998197384,0.999967953,0.999999802,0.999992186,0.996111174,0.980602261,0.999997984,0.971981326,0.490839161,0.026336298,0.122745296,0.556351671,0.427426376,0.698906142,0.999999649,0.999998434,0.999920349
(Fetal) Excitatory Neuron 8,0.571487607,0.184463701,0.999999997,1,0.999982748,0.999979046,0.998319619,0.9995035,0.998851383,0.999848046,0.999976327,0.947617722,0.999999999,0.999912891,0.723356273,0.987743386,0.999992392,0.999997634,0.393116162,0.704533261,0.500950952,0.999860706,0.993901507,0.999996815,0.999999994,1,0.999945997,0.999999751,0.935799186,0.999993755,0.999942835,0.999915887,0.999999952,0.999996359,0.999994772,0.964682243,0.539509042,0.646403905,0.849147038,0.999524326,0.999977492,1,0.998197384,0.999967953,0.999999802,0.999992186,0.996111174,0.980602261,0.999997984,0.971981326,0.487782517,0.166338489,0.087546688,0.665737603,0.427426376,0.778103761,0.999999649,0.999998434,0.999920349
(Fetal) Excitatory Neuron 9,0.974077899,0.10421441,0.999999997,1,0.999982748,0.999979046,0.998319619,0.9995035,0.998851383,0.999848046,0.999976327,0.975019551,0.999999999,0.999912891,0.889243108,0.987743386,0.999992392,0.999997634,0.393116162,0.539622554,0.114700573,0.999860706,0.993901507,0.999996815,0.999999994,1,0.999945997,0.999999751,0.946033653,0.999993755,0.999942835,0.999915887,0.999999952,0.999996359,0.999994772,0.841836698,0.495540481,0.643119281,0.849147038,0.999524326,0.999977492,1,0.998197384,0.999967953,0.999999802,0.999992186,0.996111174,0.980602261,0.999997984,0.971981326,0.132451103,0.166338489,0.076532265,0.459793096,0.427426376,0.675433696,0.999999649,0.999998434,0.999920349
